time,car_x,car_y,steering_angle,current_velocity,position_error,cmd_vel_out
413.196,475.199,-306.141,0.1645,1.63,3.80,1.67
413.396,475.277,-306.109,0.1678,1.64,3.72,1.61
413.596,475.303,-306.097,0.1618,1.64,3.89,1.73
413.796,475.347,-306.079,0.1636,1.69,3.84,1.70
413.996,475.398,-306.057,0.1658,1.69,3.79,1.65
414.196,475.425,-306.045,0.1580,1.69,3.91,1.78
414.396,475.466,-306.028,0.1596,1.72,3.87,1.74
414.595,475.520,-306.004,0.1618,1.72,3.81,1.70
414.808,475.561,-305.986,0.1425,1.72,3.86,1.89
414.999,475.579,-305.978,0.1430,1.77,3.84,1.88
415.196,475.635,-305.953,0.1449,1.77,3.78,1.83
415.396,475.673,-305.936,0.1390,1.77,3.85,1.92
415.604,475.718,-305.916,0.1405,1.86,3.80,1.88
415.796,475.774,-305.891,0.1350,1.86,3.88,1.97
415.996,475.828,-305.866,0.1367,1.86,3.82,1.93
416.196,475.867,-305.848,0.1380,1.86,3.78,1.89
416.395,475.961,-305.804,0.1271,1.91,3.72,1.97
416.596,475.989,-305.791,0.1279,1.91,3.69,1.95
416.796,476.057,-305.759,0.1299,1.93,3.62,1.89
416.996,476.100,-305.739,0.1313,1.93,3.57,1.85
417.196,476.129,-305.725,0.1322,1.93,3.54,1.83
418.099,476.192,-305.695,0.1484,1.87,3.61,1.72
418.696,476.223,-305.680,0.1498,1.87,3.57,1.69
418.896,476.259,-305.662,0.1514,1.87,3.53,1.66
419.095,476.319,-305.633,0.1542,1.74,3.47,1.60
419.295,476.380,-305.603,0.1627,1.74,3.68,1.63
419.499,476.380,-305.603,0.1627,1.74,3.68,1.63
419.713,476.437,-305.575,0.1658,1.67,3.62,1.58
419.895,476.498,-305.544,0.1449,1.67,3.68,1.78
420.096,476.548,-305.519,0.1471,1.72,3.62,1.74
420.296,476.593,-305.496,0.1490,1.72,3.57,1.70
420.496,476.629,-305.477,0.1269,1.72,3.59,1.90
420.696,476.672,-305.456,0.1283,1.74,3.54,1.86
420.895,476.742,-305.419,0.1308,1.74,3.46,1.80
421.096,476.778,-305.401,0.1164,1.84,3.53,1.97
421.296,476.833,-305.372,0.1180,1.84,3.47,1.92
421.495,476.894,-305.340,0.1198,1.84,3.40,1.87
421.696,476.938,-305.317,0.0960,1.90,3.49,2.16
421.896,476.982,-305.293,0.0968,1.90,3.44,2.12
422.096,477.012,-305.278,0.0974,1.90,3.40,2.09
422.296,477.076,-305.243,0.1226,2.03,3.36,1.82
422.496,477.124,-305.217,0.1244,2.03,3.31,1.78
422.696,477.159,-305.198,0.1257,2.03,3.27,1.74
422.895,477.243,-305.152,0.1374,1.85,3.19,1.60
423.096,477.276,-305.134,0.1390,1.85,3.15,1.57
423.302,477.293,-305.125,0.1399,1.68,3.13,1.56
423.496,477.358,-305.089,0.1119,1.68,3.02,1.72
423.696,477.399,-305.066,0.1133,1.68,2.97,1.69
423.896,477.432,-305.048,0.1145,1.69,2.93,1.66
424.096,477.485,-305.018,0.0994,1.69,3.49,2.12
424.296,477.523,-304.996,0.1004,1.69,3.45,2.09
424.496,477.564,-304.973,0.0972,1.82,3.52,2.16
424.696,477.591,-304.958,0.0978,1.82,3.48,2.14
424.895,477.657,-304.920,0.0995,1.82,3.41,2.07
425.096,477.681,-304.906,0.0955,2.00,3.59,2.23
425.296,477.761,-304.861,0.0974,2.00,3.50,2.15
425.496,477.839,-304.815,0.0994,2.14,3.41,2.08
425.696,477.886,-304.788,0.0974,2.14,3.48,2.14
425.896,477.937,-304.759,0.0987,2.14,3.43,2.09
426.108,477.969,-304.740,0.0996,2.11,3.39,2.06
426.320,478.013,-304.713,0.1010,2.11,3.34,2.01
426.506,478.063,-304.684,0.0885,2.11,3.42,2.20
426.696,478.125,-304.647,0.0899,2.09,3.35,2.14
426.896,478.155,-304.629,0.0907,2.09,3.32,2.11
427.096,478.222,-304.589,0.0883,2.09,3.40,2.19
427.303,478.268,-304.562,0.0894,2.08,3.35,2.14
427.496,478.299,-304.543,0.0902,2.08,3.31,2.11
427.696,478.391,-304.487,0.0742,2.08,3.36,2.32
427.897,478.444,-304.455,0.0751,2.16,3.30,2.27
428.096,478.513,-304.413,0.0960,2.16,3.24,2.00
428.296,478.560,-304.384,0.0976,2.22,3.18,1.95
428.496,478.594,-304.363,0.0988,2.22,3.14,1.92
428.696,478.641,-304.334,0.0759,2.22,3.35,2.29
428.896,478.702,-304.296,0.0771,2.10,3.28,2.23
429.096,478.735,-304.276,0.0778,2.10,3.24,2.20
429.309,478.837,-304.212,0.0290,2.21,3.23,2.79
429.500,478.858,-304.199,0.0287,2.21,3.21,2.78
429.696,478.935,-304.151,0.0278,2.21,3.11,2.71
429.898,478.995,-304.113,0.0306,2.38,3.14,2.69
430.096,479.042,-304.083,0.0302,2.38,3.08,2.65
430.296,479.107,-304.042,0.0642,2.38,3.15,2.29
430.505,479.156,-304.010,0.0650,2.42,3.09,2.23
430.696,479.229,-303.964,0.0236,2.42,3.06,2.72
430.900,479.280,-303.931,0.0230,2.42,3.00,2.67
431.096,479.328,-303.900,0.0224,2.39,2.94,2.63
431.320,479.361,-303.879,-0.0426,2.39,2.89,2.33
431.496,479.441,-303.827,-0.0482,2.39,2.79,2.19
431.696,479.523,-303.775,-0.0543,2.38,2.69,2.05
431.895,479.577,-303.740,-0.1013,2.38,2.63,1.59
432.096,479.636,-303.702,-0.1086,2.21,2.56,1.49
432.342,479.670,-303.680,-0.1130,2.21,2.52,1.43
432.574,479.738,-303.635,-0.2032,2.21,3.01,1.09
432.751,479.787,-303.604,-0.2117,2.03,2.95,1.02
432.946,479.852,-303.563,-0.2235,2.03,2.88,1.00
433.160,479.910,-303.526,-0.1964,1.85,2.96,1.11
433.346,479.955,-303.498,-0.2035,1.85,2.91,1.05
433.546,479.978,-303.483,-0.2071,1.85,2.88,1.02
433.745,480.048,-303.440,-0.2016,1.67,2.79,1.02
433.945,480.090,-303.415,-0.2081,1.67,2.74,1.00
434.146,480.126,-303.393,-0.2138,1.19,2.70,1.00
434.346,480.158,-303.373,-0.1331,1.19,3.05,1.57
434.546,480.208,-303.343,-0.1373,1.19,3.00,1.51
434.746,480.242,-303.323,-0.1401,1.49,2.96,1.47
434.946,480.280,-303.300,0.3666,1.49,4.30,1.00
435.146,480.310,-303.282,0.3712,1.49,4.28,1.00
435.346,480.350,-303.257,0.3772,1.39,4.24,1.00
435.546,480.397,-303.227,-0.0225,1.39,3.09,2.76
435.746,480.431,-303.206,-0.0235,1.39,3.05,2.71
435.945,480.475,-303.178,-0.0249,2.09,3.00,2.65
436.146,480.503,-303.160,0.3778,2.09,4.21,1.00
436.346,480.548,-303.132,0.3844,2.09,4.17,1.00
436.546,480.579,-303.112,0.3891,1.71,4.14,1.00
436.746,480.622,-303.084,0.3303,1.71,4.56,1.00
436.946,480.674,-303.049,0.3365,1.37,4.51,1.00
437.146,480.704,-303.029,0.3207,1.37,4.62,1.00
437.346,480.733,-303.009,0.3238,1.37,4.59,1.00
437.546,480.779,-302.977,0.3288,1.31,4.55,1.00
437.746,480.809,-302.956,0.3129,1.31,4.63,1.00
437.946,480.831,-302.940,0.3151,1.31,4.61,1.00
438.148,480.852,-302.925,0.3173,1.26,4.59,1.00
438.348,480.882,-302.904,0.2969,1.26,4.64,1.00
438.546,480.919,-302.876,0.3003,1.26,4.60,1.00
438.745,480.946,-302.856,0.3027,1.21,4.57,1.00
438.960,480.960,-302.845,0.2845,1.21,4.64,1.00
439.149,480.995,-302.818,0.2874,1.16,4.60,1.00
439.346,481.030,-302.791,0.2903,1.16,4.56,1.00
439.546,481.064,-302.764,0.2811,1.16,4.61,1.00
439.746,481.087,-302.746,0.2829,1.13,4.58,1.00
439.946,481.127,-302.713,0.2581,1.13,4.57,1.10
440.146,481.142,-302.701,0.2590,1.14,4.55,1.10
440.346,481.167,-302.680,0.2606,1.14,4.52,1.09
440.546,481.189,-302.662,0.2621,1.14,4.50,1.08
440.746,481.205,-302.648,0.2462,1.10,4.58,1.17
440.946,481.220,-302.636,0.2471,1.10,4.56,1.16
441.146,481.246,-302.613,0.2486,1.10,4.53,1.15
441.345,481.277,-302.587,0.2343,1.15,4.59,1.24
441.547,481.290,-302.576,0.2349,1.15,4.57,1.24
441.747,481.303,-302.564,0.2356,1.15,4.56,1.23
441.946,481.354,-302.520,0.2167,1.22,4.48,1.35
442.146,481.366,-302.509,0.2172,1.22,4.46,1.35
442.345,481.400,-302.479,0.2187,1.32,4.42,1.34
442.546,481.421,-302.460,0.1912,1.32,4.40,1.54
442.746,481.445,-302.438,0.1920,1.32,4.37,1.53
442.946,481.471,-302.415,0.1928,1.44,4.33,1.53
443.146,481.488,-302.400,0.1770,1.44,4.23,1.65
443.346,481.515,-302.375,0.1777,1.44,4.20,1.65
443.548,481.542,-302.350,0.1784,1.54,4.16,1.64
443.748,481.579,-302.317,0.1794,1.54,4.11,1.63
443.959,481.602,-302.295,0.1581,1.54,4.31,1.81
444.146,481.630,-302.269,0.1586,1.51,4.27,1.81
444.345,481.674,-302.228,0.1540,1.51,4.34,1.85
444.546,481.711,-302.194,0.1549,1.51,4.29,1.84
444.746,481.750,-302.157,0.1560,1.71,4.24,1.83
444.946,481.784,-302.125,0.1568,1.71,4.19,1.83
445.146,481.821,-302.089,0.1484,1.87,4.11,1.90
445.360,481.848,-302.064,0.1489,1.87,4.07,1.90
445.546,481.901,-302.012,0.1501,1.87,4.00,1.89
445.757,481.934,-301.980,0.1021,1.89,4.01,2.40
445.947,481.957,-301.957,0.1019,1.89,3.97,2.39
446.146,482.008,-301.907,0.1016,1.89,3.90,2.35
446.346,482.045,-301.870,0.0828,2.15,3.94,2.61
446.546,482.064,-301.851,0.0825,2.15,3.91,2.59
446.746,482.103,-301.812,0.0818,2.15,3.86,2.56
446.946,482.153,-301.762,0.0732,2.31,3.84,2.66
447.146,482.192,-301.722,0.0724,2.31,3.79,2.64
447.346,482.226,-301.687,0.0718,2.31,3.74,2.61
447.546,482.274,-301.638,0.0709,2.37,3.67,2.57
447.778,482.316,-301.596,0.0837,2.37,3.63,2.39
447.988,482.352,-301.559,0.0835,2.37,3.58,2.36
448.158,482.358,-301.552,0.0835,2.30,3.57,2.35
448.346,482.428,-301.479,0.0274,2.30,3.57,3.11
449.147,482.462,-301.445,0.0258,2.30,3.52,3.09
449.747,482.462,-301.445,0.0258,2.30,3.52,3.09
449.946,482.526,-301.377,0.0226,2.70,3.43,3.06
450.145,482.592,-301.307,0.0192,2.70,3.33,3.03
450.346,482.641,-301.256,-0.0155,2.74,3.31,3.06
450.549,482.697,-301.197,-0.0201,2.74,3.22,2.92
450.746,482.743,-301.148,-0.0236,2.74,3.16,2.81
450.947,482.784,-301.105,-0.0269,2.73,3.10,2.71
451.146,482.823,-301.062,-0.0107,2.73,3.25,3.08
451.346,482.883,-300.999,-0.0145,2.73,3.16,2.94
451.546,482.916,-300.963,-0.0166,2.83,3.11,2.86
451.745,482.963,-300.914,0.0131,2.83,3.06,2.86
451.946,483.007,-300.867,0.0115,2.83,2.99,2.83
452.146,483.062,-300.808,0.0093,2.80,2.91,2.78
452.346,483.084,-300.783,0.0453,2.80,3.19,2.54
452.546,483.160,-300.702,0.0452,2.80,3.08,2.46
452.745,483.206,-300.651,0.0452,2.56,3.01,2.40
452.964,483.272,-300.580,0.1069,2.56,3.10,1.82
453.146,483.300,-300.549,0.1086,2.56,3.06,1.78
453.346,483.359,-300.485,0.1124,2.12,2.97,1.69
453.546,483.390,-300.451,0.1552,2.12,3.15,1.45
453.745,483.454,-300.380,0.1620,2.12,3.06,1.36
453.946,483.495,-300.335,0.1667,1.86,3.00,1.30
454.145,483.522,-300.304,0.2219,1.86,3.05,1.01
454.350,483.564,-300.256,0.2290,1.86,2.99,1.00
454.560,483.586,-300.232,0.2328,1.86,2.96,1.00
454.746,483.639,-300.171,0.2424,1.61,2.88,1.00
454.960,483.698,-300.103,0.2510,1.61,3.20,1.00
455.146,483.725,-300.071,0.2556,1.61,3.16,1.00
455.346,483.763,-300.026,0.2624,1.55,3.10,1.00
455.547,483.818,-299.960,0.2726,1.55,3.02,1.00
455.746,483.852,-299.919,0.2990,1.55,3.22,1.00
455.949,483.886,-299.877,0.3059,1.48,3.17,1.00
456.146,483.917,-299.839,0.3123,1.48,3.13,1.00
456.346,483.955,-299.790,0.3206,1.48,3.07,1.00
456.546,483.990,-299.747,0.3169,1.42,3.34,1.00
456.746,484.019,-299.709,0.3225,1.42,3.29,1.00
456.946,484.080,-299.628,0.3105,1.38,3.53,1.00
457.146,484.100,-299.602,0.3139,1.38,3.50,1.00
457.346,484.138,-299.550,0.3184,1.38,3.58,1.00
457.548,484.148,-299.536,0.3201,1.32,3.57,1.00
457.756,484.167,-299.511,0.3233,1.32,3.54,1.00
457.946,484.207,-299.454,0.3022,1.32,3.68,1.00
458.146,484.233,-299.418,0.3061,1.27,3.64,1.00
458.346,484.267,-299.368,0.3115,1.27,3.59,1.00
458.545,484.284,-299.342,0.2963,1.27,3.82,1.00
458.746,484.303,-299.314,0.2989,1.22,3.78,1.00
458.945,484.336,-299.265,0.3035,1.22,3.73,1.00
459.146,484.367,-299.218,0.3116,1.39,3.71,1.00
459.346,484.391,-299.180,0.3153,1.39,3.67,1.00
459.546,484.409,-299.152,0.3180,1.39,3.64,1.00
459.746,484.426,-299.125,0.3207,1.20,3.61,1.00
459.945,484.440,-299.102,0.3229,1.20,3.59,1.00
460.146,484.455,-299.077,0.3285,1.20,3.59,1.00
460.346,484.474,-299.044,0.3313,1.16,3.56,1.00
460.546,484.493,-299.011,0.3342,1.16,3.52,1.00
460.745,484.514,-298.974,0.2563,1.16,4.22,1.11
460.946,484.529,-298.947,0.2573,1.16,4.19,1.10
461.151,484.544,-298.919,0.2584,1.16,4.16,1.10
461.346,484.558,-298.894,0.2511,1.17,4.51,1.14
461.546,484.573,-298.866,0.2521,1.17,4.48,1.13
461.746,484.590,-298.835,0.2531,1.17,4.45,1.13
461.946,484.615,-298.787,0.2446,1.17,4.62,1.18
462.146,484.630,-298.759,0.2455,1.17,4.59,1.17
462.345,484.645,-298.729,0.2464,1.18,4.56,1.17
462.546,484.658,-298.703,0.2472,1.18,4.53,1.16
462.745,484.681,-298.659,0.2486,1.19,4.48,1.15
462.946,484.697,-298.626,0.2359,1.19,4.69,1.23
463.146,484.714,-298.593,0.2368,1.19,4.65,1.22
463.345,484.722,-298.576,0.2373,1.20,4.64,1.22
463.661,484.728,-298.564,0.2376,1.20,4.62,1.22
463.847,484.753,-298.513,0.2268,1.20,4.82,1.29
464.046,484.762,-298.492,0.2273,1.22,4.80,1.28
464.252,484.769,-298.479,0.2276,1.22,4.78,1.28
464.446,484.795,-298.423,0.2210,1.22,4.90,1.33
464.645,484.809,-298.393,0.2217,1.25,4.87,1.32
464.858,484.819,-298.371,0.2222,1.25,4.84,1.32
465.046,484.836,-298.334,0.2231,1.25,4.80,1.31
465.246,484.860,-298.282,0.2179,1.26,4.85,1.35
465.447,484.875,-298.247,0.2188,1.26,4.81,1.34
465.646,484.883,-298.230,0.2192,1.28,4.79,1.34
465.846,484.902,-298.185,0.2204,1.28,4.75,1.33
466.050,484.911,-298.165,0.2209,1.28,4.73,1.33
466.246,484.926,-298.130,0.2003,1.33,4.65,1.47
466.445,484.938,-298.103,0.2008,1.33,4.62,1.47
466.645,484.965,-298.040,0.2021,1.41,4.56,1.46
466.853,484.971,-298.025,0.2025,1.41,4.54,1.45
467.045,484.995,-297.969,0.1911,1.41,4.55,1.54
467.246,485.009,-297.934,0.1917,1.49,4.51,1.53
467.445,485.024,-297.897,0.1839,1.49,4.42,1.60
467.645,485.038,-297.861,0.1845,1.49,4.38,1.59
467.846,485.053,-297.824,0.1852,1.55,4.34,1.58
468.046,485.073,-297.775,0.1916,1.55,4.53,1.53
468.246,485.086,-297.742,0.1924,1.55,4.50,1.53
468.446,485.086,-297.742,0.1876,1.55,4.51,1.57
468.646,485.111,-297.678,0.1891,1.56,4.45,1.55
468.846,485.119,-297.656,0.1896,1.56,4.42,1.55
469.059,485.127,-297.634,0.1901,1.56,4.40,1.55
469.246,485.147,-297.582,0.1843,1.57,4.36,1.59
469.456,485.161,-297.545,0.1852,1.57,4.32,1.58
469.646,485.176,-297.503,0.1862,1.57,4.28,1.58
469.846,485.188,-297.472,0.1870,1.57,4.25,1.57
470.045,485.198,-297.444,0.1878,1.57,4.22,1.56
470.255,485.212,-297.404,0.1889,1.57,4.18,1.56
470.448,485.226,-297.366,0.1893,1.58,4.28,1.55
470.646,485.240,-297.328,0.1904,1.58,4.24,1.54
470.846,485.252,-297.291,0.1857,1.58,4.32,1.58
471.070,485.270,-297.242,0.1871,1.58,4.26,1.57
471.246,485.281,-297.207,0.1882,1.58,4.23,1.56
471.458,485.298,-297.157,0.1897,1.58,4.18,1.55
471.695,485.320,-297.092,0.1820,1.59,4.06,1.61
471.896,485.333,-297.053,0.1832,1.59,4.02,1.60
472.096,485.352,-296.996,0.1850,1.60,3.96,1.57
472.296,485.377,-296.917,0.1864,1.60,4.07,1.58
472.496,485.384,-296.897,0.1871,1.60,4.05,1.57
472.697,485.396,-296.856,0.1885,1.60,4.00,1.56
472.896,485.413,-296.801,0.1859,1.60,4.05,1.58
473.096,485.422,-296.774,0.1869,1.61,4.02,1.57
473.296,485.439,-296.715,0.1924,1.61,4.09,1.53
473.496,485.462,-296.639,0.1954,1.61,4.01,1.51
473.695,485.469,-296.615,0.1964,1.59,3.99,1.49
473.896,485.483,-296.566,0.1985,1.59,3.94,1.46
474.096,485.494,-296.530,0.1879,1.59,3.97,1.55
474.296,485.508,-296.480,0.1898,1.53,3.92,1.52
474.496,485.525,-296.419,0.1922,1.53,3.86,1.48
474.696,485.538,-296.372,0.1760,1.53,3.97,1.65
474.895,485.546,-296.341,0.1770,1.53,3.93,1.62
475.095,485.557,-296.302,0.1783,1.53,3.89,1.60
475.296,485.571,-296.247,0.1803,1.59,3.84,1.56
475.498,485.578,-296.220,0.1813,1.59,3.81,1.54
475.696,485.588,-296.183,0.1765,1.59,3.86,1.60
475.896,485.612,-296.086,0.1801,1.59,3.77,1.53
476.096,485.622,-296.050,0.1815,1.59,3.73,1.50
476.296,485.629,-296.019,0.1828,1.58,3.70,1.48
476.496,485.643,-295.963,0.1843,1.58,3.64,1.45
476.696,485.652,-295.924,0.1860,1.58,3.60,1.42
476.896,485.658,-295.902,0.1870,1.51,3.58,1.40
477.096,485.666,-295.867,0.1885,1.51,3.54,1.38
477.296,485.677,-295.817,0.1734,1.51,3.90,1.64
477.495,485.683,-295.794,0.1743,1.45,3.87,1.62
477.696,485.693,-295.750,0.1758,1.45,3.83,1.59
477.901,485.709,-295.675,0.1713,1.55,3.73,1.59
478.096,485.714,-295.654,0.1720,1.55,3.71,1.57
478.296,485.726,-295.597,0.1741,1.55,3.65,1.53
478.495,485.735,-295.553,0.1758,1.56,3.61,1.50
478.696,485.747,-295.497,0.1781,1.56,3.55,1.46
478.896,485.753,-295.471,0.1792,1.56,3.53,1.44
479.096,485.756,-295.454,0.1799,1.51,3.51,1.43
479.296,485.768,-295.396,0.1720,1.51,3.75,1.59
479.495,485.778,-295.342,0.1740,1.51,3.69,1.55
480.808,485.778,-295.342,0.1740,1.51,3.69,1.55
480.995,485.787,-295.297,0.1757,1.54,3.65,1.52
481.196,485.799,-295.236,0.1662,1.54,3.89,1.69
481.396,485.810,-295.178,0.1682,1.62,3.83,1.65
481.595,485.816,-295.144,0.1695,1.62,3.79,1.63
481.796,485.822,-295.111,0.1635,1.62,3.93,1.73
481.996,485.830,-295.066,0.1651,1.68,3.88,1.70
482.196,485.840,-295.008,0.1671,1.68,3.83,1.66
482.399,485.848,-294.962,0.1686,1.68,3.91,1.68
482.597,485.853,-294.932,0.1697,1.69,3.88,1.66
482.796,485.860,-294.894,0.1600,1.69,3.97,1.78
482.999,485.870,-294.832,0.1621,1.69,3.90,1.74
483.196,485.874,-294.809,0.1629,1.72,3.88,1.72
483.398,485.881,-294.764,0.1573,1.72,3.94,1.79
483.596,485.892,-294.696,0.1596,1.72,3.87,1.74
483.795,485.895,-294.672,0.1604,1.76,3.85,1.73
483.996,485.905,-294.606,0.1623,1.76,3.90,1.73
484.196,485.910,-294.578,0.1633,1.76,3.87,1.71
484.396,485.919,-294.517,0.1656,1.76,3.81,1.67
484.597,485.932,-294.424,0.1636,1.76,3.70,1.63
484.796,485.935,-294.399,0.1646,1.69,3.68,1.62
484.996,485.943,-294.342,0.1669,1.69,3.62,1.57
485.196,485.947,-294.312,0.1682,1.69,3.59,1.55
485.397,485.953,-294.270,0.1700,1.60,3.55,1.52
485.596,485.960,-294.216,0.1643,1.60,3.48,1.53
485.796,485.966,-294.167,0.1663,1.60,3.43,1.49
485.996,485.969,-294.136,0.1677,1.56,3.40,1.47
486.196,485.975,-294.086,0.1516,1.56,3.77,1.77
486.396,485.981,-294.036,0.1533,1.63,3.72,1.73
486.596,485.988,-293.977,0.1482,1.63,3.77,1.80
486.796,485.993,-293.936,0.1495,1.63,3.73,1.77
486.995,485.998,-293.890,0.1511,1.72,3.68,1.73
487.196,486.004,-293.830,0.1532,1.72,3.62,1.68
487.396,486.007,-293.802,0.1479,1.72,3.75,1.79
487.596,486.013,-293.739,0.1500,1.72,3.69,1.74
487.796,486.018,-293.691,0.1517,1.72,3.64,1.70
487.996,486.025,-293.621,0.1540,1.73,3.73,1.73
488.196,486.028,-293.583,0.1434,1.73,3.66,1.79
488.396,486.033,-293.532,0.1450,1.73,3.61,1.75
488.596,486.038,-293.471,0.1472,1.74,3.55,1.70
488.801,486.042,-293.423,0.1541,1.74,3.67,1.70
488.996,486.046,-293.376,0.1560,1.74,3.63,1.66
489.195,486.049,-293.337,0.1576,1.72,3.59,1.63
489.399,486.050,-293.328,0.1523,1.72,3.71,1.73
489.597,486.055,-293.259,0.1550,1.72,3.64,1.68
489.795,486.060,-293.195,0.1463,1.72,3.74,1.80
489.996,486.061,-293.171,0.1472,1.72,3.72,1.78
490.195,486.065,-293.125,0.1348,1.72,3.79,1.93
490.396,486.068,-293.077,0.1362,1.80,3.74,1.89
490.596,486.071,-293.027,0.1377,1.80,3.69,1.85
490.796,486.075,-292.958,0.1400,1.80,3.62,1.80
490.996,486.079,-292.885,0.1382,1.84,3.54,1.78
491.196,486.083,-292.825,0.1403,1.84,3.48,1.73
491.396,486.085,-292.773,0.1367,1.84,3.70,1.87
491.595,486.088,-292.726,0.1383,1.84,3.65,1.83
491.798,486.090,-292.674,0.1401,1.84,3.60,1.79
491.996,486.092,-292.641,0.1413,1.82,3.57,1.76
492.196,486.095,-292.573,0.1444,1.82,3.57,1.73
492.396,486.097,-292.501,0.1472,1.82,3.50,1.67
492.596,486.099,-292.455,0.1492,1.76,3.45,1.64
492.796,486.101,-292.394,0.1540,1.76,3.64,1.68
492.996,486.102,-292.366,0.1553,1.76,3.61,1.66
493.195,486.103,-292.344,0.1562,1.70,3.59,1.64
493.396,486.105,-292.263,0.1445,1.70,3.62,1.76
493.596,486.106,-292.232,0.1457,1.70,3.59,1.73
493.796,486.107,-292.173,0.1481,1.70,3.53,1.68
493.996,486.108,-292.128,0.1391,1.70,3.61,1.80
494.197,486.109,-292.088,0.1406,1.70,3.57,1.77
494.396,486.110,-292.032,0.1283,1.75,3.49,1.84
494.598,486.110,-292.006,0.1292,1.75,3.46,1.81
494.796,486.111,-291.957,0.1307,1.75,3.41,1.77
494.996,486.111,-291.899,0.1251,1.79,3.65,1.95
495.196,486.111,-291.869,0.1260,1.79,3.62,1.93
495.396,486.112,-291.795,0.1283,1.79,3.55,1.87
495.596,486.112,-291.754,0.1296,1.88,3.51,1.83
495.796,486.112,-291.693,0.1336,1.88,3.55,1.82
495.997,486.112,-291.598,0.1372,1.86,3.46,1.74
496.196,486.112,-291.573,0.1312,1.86,3.42,1.78
496.396,486.111,-291.505,0.1337,1.86,3.35,1.72
496.596,486.111,-291.460,0.1355,1.79,3.31,1.68
496.796,486.110,-291.378,0.1405,1.79,3.56,1.77
496.996,486.109,-291.340,0.1420,1.70,3.53,1.73
497.196,486.108,-291.277,0.1447,1.70,3.46,1.68
497.396,486.107,-291.230,0.1330,1.70,3.61,1.86
497.596,486.107,-291.204,0.1339,1.71,3.58,1.83
497.796,486.105,-291.136,0.1364,1.71,3.52,1.78
497.995,486.104,-291.088,0.1797,1.79,3.55,1.45
498.195,486.102,-291.016,0.1842,1.79,3.48,1.39
498.396,486.100,-290.972,0.1871,1.79,3.44,1.35
498.595,486.100,-290.952,0.1884,1.62,3.42,1.33
498.796,486.098,-290.909,0.2047,1.62,3.83,1.38
499.008,486.097,-290.882,0.2066,1.62,3.81,1.36
499.195,486.094,-290.809,0.2476,1.45,4.08,1.16
499.395,486.092,-290.778,0.2500,1.45,4.05,1.15
499.596,486.090,-290.730,0.2724,1.45,4.21,1.02
499.796,486.087,-290.690,0.2756,1.27,4.18,1.01
499.995,486.086,-290.669,0.2773,1.27,4.16,1.00
500.196,486.084,-290.639,0.2797,1.27,4.13,1.00
500.396,486.081,-290.597,0.2808,1.17,4.33,1.00
500.596,486.079,-290.578,0.2822,1.17,4.32,1.00
500.796,486.076,-290.536,0.2852,1.17,4.28,1.00
500.997,486.074,-290.510,0.2872,1.17,4.26,1.00
501.195,486.069,-290.458,0.2424,1.17,4.13,1.19
501.395,486.066,-290.428,0.2442,1.17,4.10,1.18
501.596,486.062,-290.397,0.2459,1.17,4.07,1.17
501.796,486.059,-290.366,0.2180,1.17,4.18,1.34
501.996,486.056,-290.335,0.2194,1.19,4.15,1.34
502.196,486.052,-290.302,0.2209,1.19,4.11,1.33
502.396,486.047,-290.257,0.2230,1.19,4.07,1.31
502.596,486.043,-290.226,0.2185,1.25,4.22,1.34
502.796,486.040,-290.206,0.2194,1.25,4.20,1.34
502.995,486.036,-290.172,0.2238,1.25,4.34,1.31
503.196,486.031,-290.133,0.2255,1.25,4.31,1.30
503.396,486.028,-290.108,0.2267,1.25,4.28,1.29
503.596,486.021,-290.064,0.1954,1.25,4.06,1.51
503.795,486.017,-290.030,0.1965,1.29,4.03,1.50
503.996,486.012,-289.994,0.1779,1.29,4.21,1.64
504.196,486.009,-289.973,0.1784,1.29,4.19,1.64
504.395,486.001,-289.921,0.1431,1.46,4.02,1.96
504.596,485.995,-289.884,0.1435,1.46,3.98,1.94
504.796,485.991,-289.859,0.1439,1.46,3.95,1.93
504.996,485.985,-289.816,0.1445,1.64,3.91,1.90
505.196,485.976,-289.757,0.1455,1.64,3.85,1.86
505.406,485.968,-289.709,0.1854,1.64,4.17,1.58
505.596,485.961,-289.663,0.1871,1.74,4.13,1.57
505.795,485.950,-289.598,0.1895,1.74,4.06,1.55
505.997,485.945,-289.568,0.1626,1.74,4.12,1.77
506.196,485.932,-289.493,0.1647,1.62,4.05,1.76
506.396,485.928,-289.471,0.1653,1.62,4.03,1.75
506.596,485.927,-289.466,0.1639,1.62,4.15,1.76
506.796,485.919,-289.420,0.1652,1.72,4.10,1.75
506.996,485.912,-289.382,0.1418,1.72,4.09,1.97
507.196,485.894,-289.287,0.1437,1.82,4.00,1.95
507.401,485.894,-289.287,0.1437,1.82,4.00,1.95
507.596,485.874,-289.180,0.1312,1.82,3.90,2.02
507.801,485.863,-289.125,0.1323,2.00,3.85,1.98
507.995,485.857,-289.092,0.1329,2.00,3.81,1.96
508.200,485.844,-289.028,0.1614,2.00,3.92,1.75
508.396,485.836,-288.989,0.1627,1.92,3.88,1.72
508.596,485.825,-288.937,0.1646,1.92,3.83,1.68
508.796,485.814,-288.885,0.1665,1.92,3.77,1.64
508.996,485.803,-288.832,0.1685,1.74,3.72,1.60
509.196,485.797,-288.803,0.1245,1.74,3.71,1.99
