time,car_x,car_y,steering_angle,current_velocity,position_error,cmd_vel_out
813.896,460.779,-203.252,0.0064,2.65,2.86,2.77
814.141,460.770,-203.223,0.0065,2.65,2.83,2.74
814.346,460.732,-203.106,0.0053,2.73,2.96,2.88
814.552,460.707,-203.027,0.0055,2.73,2.88,2.80
814.746,460.683,-202.949,0.0102,2.72,2.80,2.66
814.960,460.661,-202.882,0.0106,2.72,2.73,2.59
815.145,460.639,-202.812,0.0111,2.72,2.65,2.51
815.346,460.622,-202.759,0.0069,2.72,2.85,2.75
815.546,460.596,-202.677,-0.0014,2.71,2.96,2.94
815.746,460.576,-202.614,-0.0015,2.71,2.90,2.88
815.946,460.564,-202.574,-0.0016,2.71,2.86,2.83
816.146,460.542,-202.506,0.0153,2.77,2.78,2.58
816.346,460.513,-202.415,0.0163,2.77,2.69,2.48
816.546,460.489,-202.339,0.0172,2.77,2.61,2.40
816.746,460.475,-202.295,0.0119,2.55,2.87,2.71
816.946,460.455,-202.233,0.0124,2.55,2.81,2.64
817.146,460.425,-202.137,0.0131,2.55,2.71,2.53
817.346,460.402,-202.068,0.0088,2.58,2.77,2.65
817.546,460.382,-202.005,0.0091,2.58,2.70,2.58
817.776,460.361,-201.938,0.0095,2.55,2.63,2.51
817.946,460.324,-201.821,0.0012,2.55,2.72,2.70
818.146,460.301,-201.750,0.0011,2.55,2.64,2.63
818.349,460.280,-201.685,-0.0114,2.65,2.75,2.60
818.545,460.260,-201.623,-0.0121,2.65,2.68,2.53
818.746,460.245,-201.574,-0.0126,2.65,2.63,2.47
818.946,460.225,-201.512,-0.0210,2.50,2.72,2.45
819.146,460.206,-201.454,-0.0220,2.50,2.66,2.38
819.346,460.185,-201.388,-0.0233,2.50,2.59,2.31
819.546,460.167,-201.330,-0.0052,2.36,2.76,2.69
819.748,460.139,-201.244,-0.0056,2.36,2.67,2.59
819.946,460.119,-201.181,-0.0059,2.36,2.60,2.52
820.145,460.091,-201.092,-0.0126,2.49,2.69,2.53
820.346,460.063,-201.005,-0.0135,2.49,2.60,2.43
820.554,460.050,-200.962,-0.0140,2.50,2.56,2.38
820.746,460.027,-200.890,-0.0148,2.50,2.48,2.30
821.446,460.003,-200.817,0.0041,2.50,2.68,2.63
821.645,459.982,-200.751,0.0044,2.40,2.61,2.56
821.846,459.972,-200.718,0.0045,2.40,2.58,2.52
822.046,459.952,-200.656,0.0047,2.40,2.51,2.45
822.246,459.924,-200.568,0.0047,2.49,2.72,2.65
822.446,459.902,-200.499,0.0050,2.49,2.64,2.58
822.645,459.883,-200.440,0.0024,2.49,2.76,2.73
822.846,459.869,-200.395,0.0025,2.61,2.71,2.68
823.046,459.842,-200.311,0.0026,2.61,2.62,2.59
823.246,459.821,-200.245,0.0037,2.61,2.81,2.76
823.446,459.806,-200.197,0.0039,2.75,2.76,2.70
823.646,459.775,-200.099,-0.0031,2.75,2.65,2.61
823.855,459.775,-200.099,-0.0031,2.75,2.65,2.61
824.046,459.741,-199.993,-0.0034,2.62,2.54,2.50
824.245,459.712,-199.902,0.0125,2.62,2.73,2.56
824.446,459.699,-199.861,0.0129,2.62,2.68,2.51
824.646,459.676,-199.790,0.0137,2.52,2.61,2.43
824.845,459.651,-199.709,0.0146,2.52,2.52,2.35
825.046,459.632,-199.651,0.0016,2.52,2.72,2.70
825.246,459.610,-199.581,0.0017,2.57,2.65,2.63
825.446,459.598,-199.543,0.0017,2.57,2.61,2.59
825.646,459.568,-199.450,-0.0131,2.57,2.72,2.55
825.864,459.550,-199.395,-0.0137,2.54,2.66,2.49
826.046,459.531,-199.334,-0.0144,2.54,2.60,2.42
826.246,459.508,-199.262,-0.0094,2.54,2.52,2.41
826.446,459.488,-199.199,-0.0099,2.41,2.46,2.34
826.649,459.470,-199.143,-0.0103,2.41,2.40,2.28
826.846,459.452,-199.088,-0.0114,2.41,2.87,2.71
827.046,459.431,-199.020,-0.0120,2.33,2.80,2.63
827.246,459.415,-198.971,-0.0124,2.33,2.75,2.58
827.448,459.392,-198.900,-0.0131,2.33,2.67,2.50
827.646,459.353,-198.777,-0.0128,2.49,2.54,2.38
827.846,459.353,-198.775,-0.0128,2.49,2.54,2.38
828.046,459.323,-198.682,-0.0138,2.49,2.44,2.28
828.267,459.306,-198.628,-0.0022,2.36,2.87,2.84
828.449,459.278,-198.539,-0.0023,2.36,2.78,2.75
828.646,459.265,-198.497,-0.0023,2.36,2.73,2.70
828.846,459.244,-198.433,-0.0024,2.54,2.67,2.64
829.046,459.220,-198.358,-0.0024,2.54,2.59,2.56
829.246,459.202,-198.301,0.0040,2.54,2.73,2.68
829.446,459.177,-198.222,0.0043,2.56,2.65,2.59
829.646,459.162,-198.174,0.0045,2.56,2.60,2.54
829.860,459.138,-198.100,0.0048,2.56,2.52,2.46
830.046,459.117,-198.032,0.0088,2.53,2.83,2.71
830.246,459.095,-197.962,0.0094,2.53,2.76,2.63
830.449,459.080,-197.914,0.0097,2.53,2.71,2.58
830.646,459.049,-197.819,0.0034,2.63,2.86,2.81
830.845,459.041,-197.793,0.0035,2.63,2.83,2.78
831.046,459.014,-197.707,-0.0041,2.63,2.90,2.85
831.245,458.983,-197.611,-0.0044,2.79,2.80,2.74
831.470,458.966,-197.558,-0.0046,2.79,2.75,2.69
831.646,458.943,-197.485,0.0065,2.79,2.84,2.75
831.847,458.918,-197.404,0.0070,2.71,2.76,2.66
832.046,458.905,-197.364,0.0072,2.71,2.71,2.62
832.246,458.883,-197.295,0.0144,2.71,2.86,2.66
832.446,458.861,-197.227,0.0151,2.64,2.79,2.59
832.646,458.837,-197.149,0.0160,2.64,2.71,2.50
832.871,458.815,-197.082,0.0169,2.64,2.64,2.42
833.083,458.798,-197.026,-0.0063,2.53,2.58,2.50
833.272,458.774,-196.952,-0.0067,2.53,2.50,2.42
833.453,458.761,-196.911,-0.0070,2.53,2.46,2.37
833.646,458.737,-196.837,-0.0143,2.42,2.77,2.58
833.846,458.707,-196.741,-0.0154,2.42,2.67,2.47
834.046,458.686,-196.675,-0.0162,2.46,2.60,2.40
834.247,458.660,-196.592,-0.0145,2.46,2.71,2.52
834.446,458.647,-196.552,-0.0150,2.46,2.67,2.48
834.646,458.625,-196.483,-0.0158,2.46,2.60,2.40
834.854,458.616,-196.455,-0.0084,2.46,2.81,2.70
835.046,458.581,-196.343,-0.0091,2.46,2.70,2.58
835.246,458.562,-196.285,-0.0095,2.56,2.64,2.51
835.446,458.540,-196.214,-0.0133,2.56,2.70,2.53
835.646,458.525,-196.167,-0.0138,2.56,2.65,2.48
835.873,458.525,-196.167,-0.0138,2.56,2.65,2.48
836.075,458.495,-196.072,-0.0070,2.52,2.79,2.70
836.246,458.487,-196.046,-0.0071,2.52,2.77,2.67
836.449,458.439,-195.895,-0.0079,2.60,2.61,2.51
836.645,458.418,-195.830,-0.0082,2.60,2.54,2.44
836.846,458.396,-195.760,0.0095,2.60,2.63,2.51
837.049,458.378,-195.702,0.0100,2.54,2.57,2.45
837.246,458.362,-195.652,0.0026,2.54,2.52,2.49
837.457,458.337,-195.571,0.0029,2.54,2.44,2.40
837.646,458.323,-195.528,-0.0036,2.45,2.39,2.35
837.845,458.284,-195.404,-0.0039,2.45,2.26,2.22
838.046,458.273,-195.371,-0.0040,2.45,2.23,2.18
838.245,458.253,-195.305,-0.0042,2.27,2.16,2.11
838.446,458.232,-195.240,-0.0054,2.27,2.73,2.66
838.646,458.223,-195.213,-0.0055,2.27,2.70,2.63
838.846,458.200,-195.140,0.0012,2.28,2.91,2.89
839.046,458.187,-195.097,0.0013,2.28,2.86,2.84
839.246,458.168,-195.037,0.0014,2.28,2.80,2.78
839.463,458.151,-194.983,0.0015,2.46,2.74,2.72
839.645,458.128,-194.912,0.0157,2.46,2.80,2.59
839.847,458.096,-194.808,0.0170,2.56,2.69,2.47
840.046,458.072,-194.733,0.0181,2.56,2.61,2.39
840.245,458.051,-194.666,0.0191,2.56,2.55,2.31
840.447,458.037,-194.624,-0.0030,2.41,2.82,2.77
840.646,458.013,-194.547,-0.0032,2.41,2.73,2.69
840.847,458.000,-194.506,-0.0033,2.41,2.69,2.65
841.055,457.971,-194.416,-0.0035,2.54,2.60,2.55
841.281,457.954,-194.361,-0.0058,2.54,2.54,2.47
841.450,457.938,-194.311,-0.0061,2.54,2.49,2.41
841.665,457.919,-194.249,-0.0064,2.44,2.42,2.35
841.875,457.891,-194.160,0.0017,2.44,2.83,2.81
842.046,457.862,-194.069,0.0018,2.36,2.73,2.71
842.246,457.843,-194.010,0.0019,2.36,2.67,2.65
842.446,457.824,-193.950,0.0004,2.36,2.61,2.60
842.646,457.801,-193.876,0.0004,2.53,2.53,2.53
842.846,457.784,-193.822,0.0004,2.53,2.47,2.47
843.077,457.757,-193.738,0.0005,2.53,2.39,2.38
843.246,457.744,-193.697,0.0004,2.42,2.34,2.34
843.454,457.725,-193.636,0.0004,2.42,2.28,2.28
843.645,457.704,-193.568,0.0004,2.42,2.21,2.20
843.846,457.690,-193.524,-0.0060,2.25,2.16,2.10
844.047,457.665,-193.446,-0.0064,2.25,2.08,2.01
844.246,457.650,-193.398,-0.0067,2.25,2.03,1.96
844.446,457.632,-193.342,-0.0071,2.08,1.97,1.90
844.672,457.623,-193.312,0.0098,2.08,2.77,2.64
844.846,457.603,-193.249,0.0103,2.08,2.70,2.57
845.046,457.580,-193.177,0.0109,2.12,2.63,2.49
845.263,457.576,-193.164,0.0133,2.12,2.93,2.74
845.447,457.545,-193.068,0.0143,2.12,2.83,2.63
845.645,457.529,-193.014,0.0149,2.29,2.77,2.57
845.845,457.511,-192.957,0.0009,2.29,2.88,2.86
846.046,457.492,-192.898,0.0009,2.29,2.81,2.80
846.246,457.482,-192.868,0.0010,2.47,2.78,2.77
846.446,457.451,-192.768,-0.0040,2.47,2.68,2.62
846.682,457.440,-192.735,-0.0041,2.47,2.64,2.59
846.852,457.419,-192.668,-0.0043,2.47,2.57,2.52
847.046,457.398,-192.603,-0.0046,2.59,2.50,2.45
847.246,457.369,-192.510,0.0273,2.59,2.88,2.51
847.445,457.358,-192.475,0.0280,2.59,2.84,2.47
847.646,457.334,-192.399,0.0296,2.53,2.76,2.38
847.846,457.309,-192.321,0.0314,2.53,2.68,2.29
848.052,457.293,-192.270,0.0096,2.53,2.78,2.65
848.247,457.281,-192.230,0.0099,2.37,2.74,2.61
848.445,457.240,-192.103,0.0108,2.37,2.60,2.47
848.646,457.219,-192.038,0.0078,2.51,2.93,2.82
848.847,457.219,-192.038,0.0078,2.51,2.93,2.82
849.046,457.198,-191.969,0.0081,2.51,2.86,2.75
849.246,457.170,-191.881,-0.0022,2.51,2.99,2.96
849.446,457.153,-191.829,-0.0024,2.69,2.94,2.91
849.646,457.131,-191.758,-0.0026,2.69,2.87,2.83
849.846,457.112,-191.700,-0.0028,2.69,2.80,2.77
850.046,457.081,-191.602,-0.0116,2.74,2.70,2.55
850.246,457.061,-191.539,-0.0122,2.74,2.64,2.48
850.448,457.061,-191.539,-0.0122,2.74,2.64,2.48
850.646,457.018,-191.403,0.0002,2.57,2.90,2.90
850.852,457.004,-191.358,0.0002,2.57,2.85,2.85
851.057,456.980,-191.284,0.0001,2.57,2.78,2.77
851.246,456.961,-191.224,-0.0058,2.75,2.88,2.79
851.996,456.932,-191.134,-0.0062,2.75,2.78,2.70
852.196,456.917,-191.084,-0.0065,2.75,2.73,2.64
852.396,456.896,-191.019,-0.0063,2.73,2.78,2.69
852.596,456.873,-190.947,-0.0066,2.73,2.70,2.61
852.797,456.843,-190.851,0.0099,2.73,2.74,2.60
852.996,456.826,-190.799,0.0103,2.62,2.68,2.55
853.196,456.804,-190.731,0.0109,2.62,2.61,2.47
853.423,456.800,-190.717,0.0110,2.62,2.60,2.46
853.596,456.768,-190.617,-0.0026,2.62,2.64,2.60
853.796,456.749,-190.556,-0.0027,2.62,2.57,2.54
853.997,456.720,-190.464,-0.0030,2.62,2.48,2.44
854.204,456.698,-190.396,0.0020,2.49,2.68,2.66
854.398,456.680,-190.340,0.0021,2.49,2.63,2.60
854.599,456.677,-190.331,0.0021,2.49,2.62,2.59
854.795,456.648,-190.239,-0.0075,2.55,2.69,2.59
854.996,456.623,-190.158,-0.0080,2.55,2.60,2.50
855.196,456.603,-190.096,-0.0085,2.55,2.54,2.43
855.399,456.575,-190.009,0.0026,2.48,2.64,2.61
855.598,456.555,-189.946,0.0027,2.48,2.57,2.54
855.802,456.543,-189.909,0.0028,2.48,2.53,2.50
855.996,456.503,-189.783,0.0031,2.51,2.40,2.37
856.198,456.484,-189.723,0.0033,2.51,2.34,2.30
856.398,456.466,-189.665,-0.0075,2.47,2.51,2.42
856.596,456.437,-189.576,-0.0081,2.47,2.42,2.32
856.796,456.421,-189.523,-0.0160,2.47,2.61,2.41
857.026,456.405,-189.474,-0.0166,2.41,2.56,2.36
857.243,456.389,-189.423,-0.0173,2.41,2.51,2.30
857.397,456.379,-189.391,-0.0249,2.41,2.76,2.43
857.595,456.351,-189.304,-0.0266,2.39,2.66,2.33
857.796,456.331,-189.241,-0.0279,2.39,2.60,2.26
857.996,456.311,-189.179,-0.0190,2.39,2.75,2.50
858.196,456.290,-189.112,-0.0199,2.42,2.68,2.42
858.396,456.268,-189.040,-0.0210,2.42,2.60,2.34
858.596,456.257,-189.006,-0.0215,2.42,2.56,2.30
858.796,456.229,-188.919,-0.0148,2.32,2.47,2.30
858.996,456.204,-188.840,-0.0156,2.32,2.39,2.21
859.201,456.193,-188.803,-0.0160,2.32,2.35,2.17
859.397,456.184,-188.774,-0.0026,2.21,2.84,2.80
859.599,456.163,-188.707,-0.0026,2.21,2.77,2.73
859.805,456.145,-188.652,-0.0026,2.21,2.71,2.68
859.996,456.122,-188.577,-0.0033,2.49,2.82,2.78
860.197,456.104,-188.521,-0.0034,2.49,2.76,2.72
860.396,456.088,-188.469,-0.0034,2.49,2.71,2.66
860.621,456.072,-188.420,-0.0083,2.53,2.93,2.81
860.796,456.055,-188.367,-0.0086,2.53,2.87,2.75
860.996,456.034,-188.300,-0.0089,2.53,2.80,2.68
861.196,456.015,-188.239,0.0005,2.59,2.94,2.93
861.396,455.996,-188.176,0.0006,2.59,2.88,2.87
861.596,455.966,-188.083,-0.0014,2.59,2.95,2.93
861.796,455.953,-188.042,-0.0014,2.76,2.91,2.89
861.996,455.933,-187.978,-0.0013,2.76,2.84,2.82
862.196,455.911,-187.908,-0.0013,2.76,2.77,2.75
862.396,455.887,-187.831,0.0028,2.71,2.92,2.88
862.596,455.872,-187.782,0.0030,2.71,2.86,2.82
862.796,455.851,-187.715,0.0032,2.71,2.80,2.75
862.996,455.829,-187.647,0.0035,2.72,2.72,2.68
863.196,455.807,-187.576,0.0115,2.72,2.90,2.74
863.396,455.779,-187.486,0.0124,2.72,2.81,2.64
863.633,455.775,-187.475,0.0125,2.72,2.80,2.63
863.796,455.737,-187.352,0.0069,2.68,2.80,2.70
863.996,455.713,-187.277,0.0073,2.68,2.72,2.62
864.196,455.700,-187.234,0.0076,2.65,2.67,2.57
864.396,455.674,-187.152,-0.0089,2.65,2.59,2.47
864.596,455.648,-187.070,-0.0094,2.65,2.50,2.39
864.831,455.629,-187.008,-0.0099,2.47,2.44,2.32
865.009,455.617,-186.969,-0.0022,2.47,2.79,2.76
865.196,455.591,-186.887,-0.0022,2.47,2.71,2.68
865.396,455.577,-186.842,-0.0041,2.63,2.94,2.88
865.599,455.548,-186.749,-0.0043,2.63,2.84,2.78
865.813,455.531,-186.694,-0.0044,2.63,2.78,2.72
866.027,455.513,-186.639,-0.0046,2.71,2.73,2.66
866.196,455.471,-186.503,-0.0115,2.71,2.71,2.56
866.396,455.444,-186.417,-0.0122,2.57,2.62,2.46
866.596,455.426,-186.360,-0.0071,2.57,2.74,2.64
866.796,455.412,-186.315,-0.0073,2.57,2.69,2.60
867.009,455.384,-186.226,-0.0002,2.57,2.83,2.82
867.196,455.368,-186.177,-0.0001,2.55,2.78,2.77
867.395,455.342,-186.091,-0.0001,2.55,2.69,2.68
867.595,455.325,-186.038,-0.0083,2.55,2.76,2.65
867.796,455.306,-185.975,-0.0087,2.66,2.69,2.58
867.996,455.287,-185.915,-0.0090,2.66,2.63,2.51
868.196,455.258,-185.824,0.0061,2.66,2.68,2.60
868.396,455.238,-185.760,0.0065,2.54,2.61,2.53
868.599,455.224,-185.713,0.0068,2.54,2.56,2.47
868.796,455.188,-185.600,0.0126,2.48,2.68,2.51
868.996,455.169,-185.537,0.0134,2.48,2.61,2.44
869.195,455.142,-185.452,0.0144,2.48,2.52,2.35
869.414,455.121,-185.384,0.0153,2.44,2.45,2.27
869.599,455.104,-185.330,0.0097,2.44,2.74,2.61
869.796,455.083,-185.262,0.0103,2.39,2.67,2.54
869.996,455.045,-185.141,0.0113,2.39,2.54,2.40
870.195,455.026,-185.082,0.0102,2.39,2.75,2.61
870.396,455.006,-185.016,0.0107,2.45,2.68,2.54
870.596,454.988,-184.961,0.0111,2.45,2.62,2.48
870.796,454.967,-184.892,0.0116,2.45,2.79,2.63
870.996,454.954,-184.852,0.0120,2.49,2.75,2.59
871.200,454.926,-184.762,0.0128,2.49,2.65,2.49
871.411,454.907,-184.700,0.0134,2.49,2.59,2.42
871.595,454.881,-184.618,0.0041,2.51,2.77,2.72
871.796,454.856,-184.538,0.0043,2.51,2.69,2.63
871.996,454.827,-184.445,0.0046,2.60,2.59,2.53
872.196,454.807,-184.382,0.0048,2.60,2.53,2.47
872.396,454.788,-184.321,-0.0106,2.60,2.77,2.63
872.596,454.774,-184.278,-0.0109,2.54,2.73,2.58
872.796,454.756,-184.219,-0.0012,2.54,2.67,2.65
872.996,454.731,-184.141,-0.0013,2.54,2.58,2.57
873.196,454.713,-184.083,-0.0014,2.58,2.52,2.51
873.396,454.684,-183.991,0.0003,2.58,2.88,2.88
873.596,454.648,-183.875,0.0002,2.59,2.76,2.76
873.796,454.626,-183.807,0.0002,2.59,2.69,2.69
873.996,454.610,-183.753,-0.0019,2.59,2.84,2.81
874.196,454.582,-183.667,-0.0020,2.76,2.75,2.72
874.396,454.558,-183.589,-0.0022,2.76,2.66,2.63
874.596,454.547,-183.553,-0.0018,2.76,2.63,2.60
874.795,454.503,-183.414,-0.0021,2.66,2.48,2.45
874.997,454.484,-183.355,-0.0022,2.66,2.42,2.39
875.196,454.456,-183.265,0.0025,2.49,2.80,2.77
875.396,454.444,-183.226,0.0026,2.49,2.76,2.73
875.596,454.417,-183.139,0.0027,2.49,2.67,2.64
875.796,454.396,-183.072,0.0069,2.59,2.60,2.51
875.996,454.363,-182.969,0.0075,2.59,2.49,2.40
876.196,454.344,-182.906,0.0079,2.45,2.43,2.33
876.396,454.318,-182.826,0.0107,2.45,2.73,2.58
876.608,454.305,-182.783,0.0111,2.45,2.68,2.54
876.796,454.283,-182.715,0.0051,2.57,2.79,2.72
876.997,454.256,-182.629,0.0054,2.57,2.70,2.63
877.196,454.244,-182.589,0.0056,2.57,2.66,2.58
877.396,454.217,-182.505,0.0031,2.59,2.70,2.66
877.596,454.203,-182.460,0.0031,2.59,2.66,2.61
877.796,454.172,-182.360,0.0033,2.59,2.55,2.51
877.996,454.140,-182.260,-0.0092,2.57,2.71,2.59
878.196,454.113,-182.173,-0.0099,2.57,2.62,2.50
878.397,454.099,-182.130,-0.0103,2.53,2.58,2.45
878.596,454.080,-182.069,-0.0089,2.53,2.51,2.40
878.796,454.053,-181.983,-0.0095,2.53,2.42,2.31
878.996,454.023,-181.888,-0.0087,2.36,2.32,2.23
879.195,454.023,-181.888,-0.0087,2.36,2.32,2.23
879.397,453.990,-181.781,-0.0096,2.36,2.21,2.11
879.595,453.967,-181.707,-0.0081,2.19,2.73,2.62
879.796,453.950,-181.656,-0.0084,2.19,2.67,2.56
879.996,453.932,-181.597,-0.0045,2.33,2.83,2.77
880.196,453.908,-181.521,-0.0047,2.33,2.75,2.69
880.400,453.896,-181.482,-0.0049,2.33,2.71,2.64
880.607,453.873,-181.410,0.0015,2.51,2.86,2.84
880.796,453.848,-181.331,0.0016,2.51,2.78,2.75
881.012,453.838,-181.297,0.0017,2.51,2.74,2.72
881.227,453.816,-181.226,0.0018,2.69,2.67,2.64
881.396,453.795,-181.161,0.0112,2.69,2.60,2.46
881.596,453.770,-181.082,0.0120,2.69,2.52,2.37
881.796,453.754,-181.031,0.0164,2.54,2.86,2.64
882.546,453.724,-180.936,0.0176,2.54,2.76,2.53
882.746,453.713,-180.901,0.0130,2.54,2.90,2.72
882.946,453.693,-180.835,0.0137,2.59,2.83,2.64
883.146,453.666,-180.751,0.0145,2.59,2.74,2.55
883.346,453.651,-180.701,0.0112,2.59,2.82,2.67
883.546,453.622,-180.609,0.0119,2.63,2.72,2.56
883.746,453.605,-180.558,0.0129,2.63,2.83,2.65
883.946,453.589,-180.506,0.0134,2.63,2.78,2.60
884.146,453.569,-180.443,0.0140,2.60,2.71,2.52
884.346,453.544,-180.363,0.0158,2.60,2.80,2.59
884.546,453.521,-180.289,0.0166,2.60,2.73,2.51
884.747,453.488,-180.185,0.0180,2.53,2.62,2.39
884.946,453.467,-180.119,0.0252,2.53,2.72,2.39
885.185,453.467,-180.119,0.0252,2.53,2.72,2.39
885.354,453.448,-180.060,0.0263,2.41,2.65,2.33
885.546,453.421,-179.972,0.0138,2.41,2.87,2.68
885.746,453.389,-179.872,0.0146,2.41,2.76,2.57
885.946,453.374,-179.823,0.0151,2.39,2.71,2.52
886.145,453.347,-179.739,0.0058,2.39,2.75,2.67
886.346,453.326,-179.674,0.0060,2.39,2.68,2.60
886.546,453.315,-179.639,0.0061,2.54,2.64,2.56
886.747,453.285,-179.543,0.0064,2.54,2.54,2.46
886.946,453.273,-179.507,0.0015,2.54,2.73,2.71
887.146,453.252,-179.440,0.0014,2.62,2.65,2.64
887.346,453.221,-179.343,-0.0056,2.62,2.76,2.68
887.546,453.203,-179.284,-0.0060,2.62,2.70,2.62
887.746,453.186,-179.231,-0.0107,2.67,2.80,2.65
887.949,453.166,-179.169,-0.0113,2.67,2.73,2.58
888.146,453.116,-179.013,-0.0092,2.59,2.75,2.62
888.380,453.111,-178.997,-0.0093,2.59,2.73,2.61
888.550,453.095,-178.946,-0.0098,2.59,2.68,2.55
888.746,453.054,-178.817,-0.0094,2.60,2.74,2.62
888.946,453.043,-178.783,-0.0097,2.60,2.71,2.58
889.151,453.014,-178.690,-0.0105,2.60,2.61,2.48
889.346,452.993,-178.625,-0.0118,2.58,2.68,2.53
889.546,452.974,-178.565,-0.0124,2.58,2.62,2.46
889.746,452.954,-178.502,-0.0131,2.58,2.55,2.39
889.946,452.939,-178.455,-0.0137,2.47,2.50,2.34
890.146,452.913,-178.372,-0.0024,2.47,2.65,2.62
890.346,452.903,-178.340,-0.0024,2.47,2.62,2.59
890.546,452.874,-178.249,-0.0026,2.44,2.52,2.49
890.746,452.854,-178.186,0.0016,2.44,2.82,2.79
890.946,452.822,-178.085,0.0017,2.57,2.71,2.69
891.146,452.794,-177.997,-0.0086,2.57,2.62,2.51
891.346,452.781,-177.955,-0.0089,2.57,2.57,2.46
891.545,452.760,-177.889,-0.0093,2.59,2.51,2.39
891.746,452.736,-177.814,0.0001,2.59,2.79,2.79
891.946,452.713,-177.741,0.0001,2.59,2.72,2.72
892.147,452.696,-177.687,0.0001,2.64,2.66,2.66
892.348,452.679,-177.634,0.0050,2.64,2.67,2.60
892.546,452.657,-177.566,0.0053,2.64,2.60,2.53
892.746,452.628,-177.473,-0.0005,2.59,2.73,2.72
892.946,452.612,-177.424,-0.0005,2.59,2.68,2.67
893.166,452.590,-177.354,-0.0005,2.59,2.60,2.60
893.350,452.558,-177.252,-0.0073,2.62,2.71,2.61
893.546,452.543,-177.204,-0.0076,2.62,2.65,2.56
893.750,452.512,-177.106,-0.0082,2.54,2.55,2.45
893.946,452.485,-177.022,-0.0088,2.54,2.46,2.36
894.146,452.464,-176.955,-0.0168,2.54,2.39,2.20
894.349,452.452,-176.917,-0.0174,2.38,2.35,2.16
894.546,452.431,-176.851,-0.0184,2.38,2.28,2.08
894.746,452.407,-176.776,-0.0102,2.38,2.72,2.59
894.946,452.380,-176.690,-0.0108,2.25,2.63,2.49
895.146,452.355,-176.609,-0.0105,2.25,2.82,2.67
895.346,452.340,-176.562,-0.0108,2.43,2.77,2.62
895.546,452.319,-176.498,-0.0113,2.43,2.70,2.55
895.746,452.301,-176.440,-0.0137,2.43,2.85,2.66
895.946,452.278,-176.366,-0.0144,2.58,2.77,2.58
896.147,452.261,-176.312,-0.0149,2.58,2.71,2.52
896.346,452.242,-176.253,-0.0109,2.58,2.81,2.66
896.547,452.222,-176.188,-0.0113,2.56,2.74,2.59
896.746,452.200,-176.119,-0.0118,2.56,2.67,2.52
896.950,452.160,-175.991,-0.0011,2.49,2.76,2.75
897.148,452.141,-175.932,-0.0010,2.49,2.70,2.69
897.346,452.120,-175.864,-0.0010,2.49,2.63,2.62
897.547,452.100,-175.801,-0.0009,2.61,2.57,2.55
897.746,452.073,-175.716,-0.0103,2.61,2.48,2.35
897.974,452.051,-175.643,-0.0108,2.61,2.40,2.27
898.155,452.035,-175.593,-0.0112,2.39,2.35,2.22
898.346,451.996,-175.470,-0.0044,2.39,2.63,2.57
898.546,451.971,-175.390,-0.0045,2.54,2.55,2.49
898.746,451.960,-175.354,0.0003,2.54,2.83,2.83
898.946,451.931,-175.264,0.0004,2.54,2.74,2.73
899.172,451.922,-175.234,0.0005,2.67,2.70,2.70
899.348,451.897,-175.153,0.0082,2.67,2.78,2.67
899.546,451.876,-175.086,0.0087,2.67,2.71,2.59
899.746,451.856,-175.022,0.0092,2.61,2.64,2.52
899.947,451.836,-174.959,0.0146,2.61,2.78,2.59
900.146,451.807,-174.866,0.0158,2.61,2.68,2.48
900.346,451.790,-174.812,0.0165,2.52,2.63,2.42
900.546,451.767,-174.740,0.0189,2.52,2.81,2.55
900.747,451.756,-174.704,0.0194,2.52,2.77,2.51
900.946,451.737,-174.642,0.0136,2.52,2.91,2.72
901.146,451.710,-174.558,0.0145,2.52,2.83,2.63
901.345,451.690,-174.494,0.0152,2.52,2.76,2.56
901.546,451.669,-174.428,0.0203,2.55,2.76,2.50
901.749,451.647,-174.358,0.0214,2.55,2.69,2.42
901.946,451.637,-174.324,0.0220,2.55,2.66,2.38
902.146,451.612,-174.247,0.0127,2.42,2.78,2.61
902.346,451.590,-174.176,0.0134,2.42,2.70,2.53
902.546,451.572,-174.118,0.0139,2.42,2.64,2.47
902.753,451.549,-174.046,0.0111,2.48,2.72,2.57
902.946,451.521,-173.958,0.0118,2.48,2.63,2.48
903.159,451.498,-173.885,0.0124,2.45,2.55,2.40
903.381,451.478,-173.820,0.0130,2.45,2.48,2.33
903.565,451.459,-173.761,0.0133,2.45,2.76,2.58
903.746,451.441,-173.703,0.0138,2.44,2.70,2.52
903.946,451.418,-173.630,0.0047,2.44,2.89,2.83
904.149,451.396,-173.561,0.0049,2.44,2.82,2.75
904.346,451.380,-173.512,0.0050,2.44,2.77,2.70
904.546,451.360,-173.446,0.0004,2.62,2.84,2.84
904.746,451.340,-173.385,0.0003,2.62,2.78,2.77
904.945,451.294,-173.241,0.0090,2.76,2.82,2.69
905.146,451.268,-173.157,0.0095,2.76,2.73,2.60
905.346,451.243,-173.080,0.0100,2.76,2.65,2.52
905.546,451.222,-173.013,0.0029,2.64,2.70,2.66
905.746,451.206,-172.962,0.0030,2.64,2.64,2.60
905.946,451.188,-172.903,0.0030,2.64,2.58,2.54
906.146,451.161,-172.819,0.0083,2.58,2.65,2.54
906.346,451.139,-172.749,0.0086,2.58,2.58,2.47
906.546,451.130,-172.721,0.0088,2.58,2.54,2.44
906.750,451.106,-172.647,0.0060,2.47,2.77,2.69
906.946,451.088,-172.589,0.0061,2.47,2.71,2.63
